sample_id,submission_date,analysis_date_time,compound_1,compound_2,compound_3,compound_4,compound_5
TR_001,2018-01-27,30/3/2018 15:30,8.899804288951596,9.243579875364208,18.217597485236745,21.634245662285416,33.417058863517724
TR_002,2018-01-27,30/3/2018 15:30,7.977417175502493,10.007272044218215,18.72318378176702,20.76956363188981,33.00977124506435
TR_003,2018-01-27,30/3/2018 15:30,8.660173611154555,8.918342953145046,19.330293250766967,20.18392962186686,32.012866210417606
TR_004,2018-01-27,30/3/2018 15:30,4.521943236410528,4.009852904010623,8.880245156210554,11.413210769330812,17.163030420489665
TR_005,2018-01-27,30/3/2018 15:30,4.838415625865678,4.177162221033991,8.592358541467242,11.77414368342109,16.928694534252926
TR_006,2018-01-27,30/3/2018 15:30,4.446163879398483,3.688642666582742,8.971604343013794,9.424597373862671,16.833859289217077
TR_007,2018-01-27,30/3/2018 15:30,1.5432247388119498,2.176922954223839,0.21656851495600965,2.04774608117443,8.492841642997556
TR_008,2018-01-27,30/3/2018 15:30,1.6529023625896662,2.023319066624254,0.2164322346326333,2.396367453957841,9.073839495357234
TR_009,2018-01-27,30/3/2018 15:30,1.5856614033729193,2.0761884089956903,0.21774490929014248,2.2776039441071028,8.79609573386739
TR_010,2018-02-27,30/3/2018 15:30,7.831306123381965,13.388022125563472,18.34635481065394,20.06218642277399,31.419601006037233
TR_011,2018-02-27,30/3/2018 15:30,7.643323954423287,11.125273635783277,18.079144036734444,21.756522487683643,29.608321887388207
TR_012,2018-02-27,30/3/2018 15:30,8.574402267858021,12.726817732914704,17.387498640179757,23.802704631380482,30.598464601939604
TR_013,2018-02-27,30/3/2018 15:30,4.349399418777722,8.739993431255602,7.886891992480075,10.969973243135588,16.79897589532351
TR_014,2018-02-27,30/3/2018 15:30,3.7572336034993112,8.089359750959188,8.361325576669689,12.768533824233259,15.706219181103071
TR_015,2018-02-27,30/3/2018 15:30,4.1680437537875346,9.212721372597429,8.63545791310079,11.083159589897056,16.40287701099253
TR_016,2018-02-27,30/3/2018 15:30,1.3697878898297287,5.269549530385707,0.19966629460855712,1.9175143661231036,8.0845679816174
TR_017,2018-02-27,30/3/2018 15:30,1.5074287525671806,5.046707714690932,0.2038651228987429,2.1823955549514205,8.436082441592653
TR_018,2018-02-27,30/3/2018 15:30,1.3303067688310348,4.818013598868603,0.2027652251274188,2.535243020789849,8.65784011585849
TR_019,2018-03-27,30/3/2018 15:30,9.723364055185133,24.70684180970997,19.392830417583067,24.123453552609433,28.115676639658496
TR_020,2018-03-27,30/3/2018 15:30,9.301611315337524,24.591495774369545,17.823127575944536,31.63650989771202,28.812201165561074
TR_021,2018-03-27,30/3/2018 15:30,9.896371463808785,24.58793982148217,19.721501381813095,22.583655211564302,27.69302249358964
TR_022,2018-03-27,30/3/2018 15:30,4.8676582452545025,13.959793814472008,8.617677840045033,11.61394303141137,14.962280999279118
TR_023,2018-03-27,30/3/2018 15:30,4.9579811952176485,13.578600532528352,8.836067016822676,9.034065925553822,14.750194524234205
TR_024,2018-03-27,30/3/2018 15:30,4.991685750045098,13.833342899227997,9.02713248523547,11.891023959836488,14.939211364268262
TR_025,2018-03-27,30/3/2018 15:30,1.714567441440696,4.352809293511549,0.2239761912162738,2.208500066976829,7.882976339249248
TR_026,2018-03-27,30/3/2018 15:30,1.6456594883330826,4.519662149129565,0.2110939482194312,2.0166949454475813,7.846048789366266
TR_027,2018-03-27,30/3/2018 15:30,1.6773184608674572,4.501922869123312,0.20889300389595591,2.143967645089845,7.671536674741232
