sample_id,submission_date,analysis_date_time,compound_1,compound_2,compound_3,compound_4,compound_5
TR_028,2018-04-27,30/6/2018 15:30,11.332678384508322,15.49322959921568,22.2179482833675,18.84829887529892,23.301305040700328
TR_029,2018-04-27,30/6/2018 15:30,12.562977662208981,17.758480850392576,22.32322724268418,25.573017661466647,24.371045218909952
TR_030,2018-04-27,30/6/2018 15:30,11.567695677751608,16.412911568194087,21.947838771931462,24.337758501211297,24.99614480262356
TR_031,2018-04-27,30/6/2018 15:30,6.507300373501742,7.143710105262049,10.182547327456554,12.134945758427346,12.976702022947297
TR_032,2018-04-27,30/6/2018 15:30,6.143883344372275,7.038710718286795,10.674097547742505,11.356415512457536,13.341753542975278
TR_033,2018-04-27,30/6/2018 15:30,6.195725453610918,7.431808427134745,10.097787365518972,10.64628390626071,13.508441764837851
TR_034,2018-04-27,30/6/2018 15:30,2.19279786614919,2.4300364466513003,0.24826587060355232,2.4415080446388084,6.59571794076586
TR_035,2018-04-27,30/6/2018 15:30,2.1737813238711765,2.46151060033251,0.2444696074641272,2.0644724752376296,6.999532118041693
TR_036,2018-04-27,30/6/2018 15:30,2.1923541244066094,2.5503701446097904,0.24747259495971696,2.283092946330589,6.919457298019106
TR_037,2018-05-27,30/6/2018 15:30,17.111080000495868,14.399424135799833,27.601490586918853,17.57109228531789,22.380171227687196
TR_038,2018-05-27,30/6/2018 15:30,16.591519457898208,31.544946399836107,27.46513515445198,22.940331945796835,20.6251954634766
TR_039,2018-05-27,30/6/2018 15:30,16.523043153293727,32.18845473891915,27.5312517694783,22.44718277665633,21.335119481157676
TR_040,2018-05-27,30/6/2018 15:30,8.592995626852316,16.4874602066728,12.651367859921521,11.615698435538192,11.626902085939436
TR_041,2018-05-27,30/6/2018 15:30,8.809787271730391,15.341808897874001,12.768668408405537,8.037341592544518,11.158714744013531
TR_042,2018-05-27,30/6/2018 15:30,8.284153834113509,15.641067991539977,12.513916496162729,11.91478238063073,11.024205231771754
TR_043,2018-05-27,30/6/2018 15:30,3.056009961409032,6.958011624322907,0.29337443801609825,2.0353345719990785,6.123762444327357
TR_044,2018-05-27,30/6/2018 15:30,3.0322676970005915,6.9584215270504055,0.2944127638868114,1.9109100753466153,5.9396113285521714
TR_045,2018-05-27,30/6/2018 15:30,3.17887239341764,6.673097717049,0.29586817303098734,2.5743799294138126,5.803795318804685
TR_046,2018-06-27,30/6/2018 15:30,19.80582685135507,28.230111149854547,30.196963651247362,22.78849175462308,19.98624169438359
TR_047,2018-06-27,30/6/2018 15:30,19.40812414800419,25.16054932974844,29.116674781404992,27.745227720509284,19.795832411844966
TR_048,2018-06-27,30/6/2018 15:30,20.094359646298262,24.805397916769607,30.47096809620011,22.3520963240631,20.03426246260961
TR_049,2018-06-27,30/6/2018 15:30,10.244043095187243,12.614455748964748,14.110095354775387,12.541645821335672,10.69419501662558
TR_050,2018-06-27,30/6/2018 15:30,10.151608128270638,10.941212258256636,14.027635808941028,9.611571489079585,10.351632810954316
TR_051,2018-06-27,30/6/2018 15:30,10.522376956885793,10.932764370044001,13.622269932112088,11.592444629141125,10.977514803596664
TR_052,2018-06-27,30/6/2018 15:30,3.5136941968418967,5.403227646250127,0.3268283327020738,2.4272200652540596,5.245181713157531
TR_053,2018-06-27,30/6/2018 15:30,3.430222935655322,4.8609173860680714,0.3259561418560736,2.64621272591029,5.825982845868861
TR_054,2018-06-27,30/6/2018 15:30,3.5247829890952893,4.886173685985995,0.32751178073021225,2.69750972514431,5.259381477500861
