sample_id,submission_date,analysis_date_time,compound_1,compound_2,compound_3,compound_4,compound_5
TR_055,2018-07-27,30/9/2018 15:30,25.09862157801835,20.73571286046671,34.656717608277056,25.419368020822134,15.518154171830309
TR_056,2018-07-27,30/9/2018 15:30,25.432379799253376,16.841636942901072,34.46450448683359,30.111898465811706,16.837258650314972
TR_057,2018-07-27,30/9/2018 15:30,25.177221085514304,16.420773548096584,35.16365226445995,18.79440712590108,15.829222343404677
TR_058,2018-07-27,30/9/2018 15:30,12.885029943105323,8.052608229178759,16.364652513612743,12.025336280706032,8.325035009583457
TR_059,2018-07-27,30/9/2018 15:30,12.865910624959563,6.633617970101531,16.197356454588732,8.651730613631408,8.489132431757843
TR_060,2018-07-27,30/9/2018 15:30,13.21899249095966,6.887173707643221,15.944912361353483,8.541887385678725,9.28962004326137
TR_061,2018-07-27,30/9/2018 15:30,4.410971723922052,3.0953945254422095,0.38162892912765134,2.2609601481212174,4.036548341646085
TR_062,2018-07-27,30/9/2018 15:30,4.50970046571861,3.578094718278665,0.3957592569009073,2.1458318480978056,4.778072281056929
TR_063,2018-07-27,30/9/2018 15:30,4.436014657918172,3.3323771914746287,0.39308571674139114,2.1934407000095946,4.589195893825843
TR_064,2018-08-27,30/9/2018 15:30,26.0804795050324,13.136151074531874,37.31596797668805,24.851160149225354,12.458428530769579
TR_065,2018-08-27,30/9/2018 15:30,25.400748660135292,15.697782144783067,37.24560473789209,24.93758500807452,13.192466097516254
TR_066,2018-08-27,30/9/2018 15:30,27.402392919004274,15.62155804859783,37.11725285598827,22.45916153844736,13.393432518238676
TR_067,2018-08-27,30/9/2018 15:30,14.130978942437062,7.876284333689562,17.054940572675918,8.888545729952536,6.908397835400887
TR_068,2018-08-27,30/9/2018 15:30,14.204079317467018,12.690536367714937,17.289060348833335,14.763740065268639,6.676905894560848
TR_069,2018-08-27,30/9/2018 15:30,13.817794453101913,12.494067602217415,17.098257444102284,12.14386228658765,6.7664259290433035
TR_070,2018-08-27,30/9/2018 15:30,4.75922507769483,5.993712288085776,0.40412745700094777,1.668946046645378,3.470119730213252
TR_071,2018-08-27,30/9/2018 15:30,4.635251952499085,7.0526027814269145,0.4115656454430857,2.0618794566387786,3.497008646765262
TR_072,2018-08-27,30/9/2018 15:30,4.860570735674606,6.937624303958314,0.40687852662721163,2.4365266460078687,4.258758925738695
TR_073,2018-09-27,30/9/2018 15:30,18.4722258702898,27.682277797384618,28.307885323265282,30.68406381036025,14.216094839816687
TR_074,2018-09-27,30/9/2018 15:30,18.093424979472935,10.023539337557166,28.032955553713578,24.239077790732107,13.71357708133809
TR_075,2018-09-27,30/9/2018 15:30,18.215518380557842,9.393423354015365,27.60299030863121,28.749414860737463,14.359122801253651
TR_076,2018-09-27,30/9/2018 15:30,9.427162956728278,4.949427958717109,12.914172623435771,14.924691075217428,7.123455037148676
TR_077,2018-09-27,30/9/2018 15:30,9.71430350478703,3.3314154649445316,12.91665742292345,13.536956594447906,6.869631817888335
TR_078,2018-09-27,30/9/2018 15:30,9.22742514408329,3.967209649662919,12.874888406444908,15.078097889756927,7.532638136487217
TR_079,2018-09-27,30/9/2018 15:30,3.1613539678515137,2.182993319448653,0.3038399356730853,1.9715396549782114,4.010131675225856
TR_080,2018-09-27,30/9/2018 15:30,3.205940111568538,2.400703659174184,0.30825615299953624,2.1070740324680792,3.6003693655639823
TR_081,2018-09-27,30/9/2018 15:30,3.25354640802691,2.135413765507614,0.3067096381739169,2.160599533100883,4.055229028587803
